Name,Charity,Registered Number,Date
T3446548746701934963,CanTalk,20142247,2014-09-23
T2303176350804194935,Glenbeg N S,20136598,2015-12-01
T7269848025581499235,Ballinrobe Community School,20149314,2016-08-31
T3872732812866184043,Irish Racehorse Trainers Benevolent Fund Assoc.,20031428,1994-09-01
T7541981741777269311,Cardiac Risk in the Young in Ireland Limited,20047511,2002-07-01
T2902281931827072335,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T2496657723724404146,Glendalough and District Development Association,20039318,2008-05-01
T2496657723724404146,Ballinspittle Community Centre Limited,20074340,2004-03-15
T73421749206258595,Misean Cara,20055325,2017-06-30
T8597349431133571512,Dalkey Irish Heritage Town Company Limited,20026363,2013-04-18
T3434898454093756593,Cara Junior School,20139599,2011-09-01
T9105032066454232813,Miltown Malbay Development Company Limited By Guarantee,20159382,2017-04-11
T5782785906095594755,Irish Rule of Law International,20073541,2009-11-06
T1857722135744100062,Ballintleva N S,20133979,2015-11-19
T1491701705768326068,Damer And Fortick Charity,20003074,2009-06-19
T1491701705768326068,Damer & Fortick Residential Services Limited,20072728,2009-06-19
T8873113480320166908,Cloonfour N S,20133337,2017-10-26
T5662976132372755840,Leargas - The Exchange Bureau.,20020330,2012-07-01
T458314242483854114,Ballybay Central,20134013,2016-09-01
T7733873070300480055,OGONNELLOE COMMUNITY CENTRE CLG,20160760,2014-09-25
T2987330320784070240,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
T6180949765485931044,Glenfarne Community Development Trust Limited,20049355,2017-03-30
T7477319243085644645,Saint Patrick's College,20000066,1995-03-08
T3771011761794344334,Sn Iosef Naofa,20110857,2015-11-30
T6812852930220432426,1428 CLUB,20043735,2013-04-16
T5772859804645332919,Leim an Bhradain Housing Association Company Limited,20052461,2015-01-21
T7527084958614786212,Legal Aid Board,20012489,2011-12-14
T3551132492811993901,Sn N Breandain,20122263,2015-11-01
T3078891435970578948,Ballinskelligs Community Care,20047214,2004-04-01
T2046922094795070704,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T6007624116203873357,Sn Naomh Samhthann,20115395,2016-02-03
T1441962170223936398,Ballinskelligs Community Care,20047214,2007-10-30
T6758792620358296189,Milltown Community Council Limited,20034832,1996-10-14
T6490212001181436624,Ballintotas N S,20112929,2015-12-01
T5091871883781935938,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T2011481776452231372,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2009-09-07
T4051717803543744205,Enclude Company Limited by Guarantee,20064006,2018-02-26
T6797296419618361163,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T8066209001594636496,Cara House Family Resource Centre Ltd,20075651,2017-05-15
T2704443387600572638,Sn Iosef Naofa,20110857,2015-11-30
T4443158685441982965,Abbey Theatre Amharclann Na Mainistreach,20038984,2017-07-31
T4200279531566391831,Cara Junior School,20139599,2016-09-01
T8657601596684900472,Min A Ghabhann N S,20115265,2015-11-02
T1122064200090360858,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2010-04-15
T4243956258083812973,Irish Primary Principals' Network Limited,20063634,2014-11-13
T8137955524300004961,Sn Mhic Dara,20122614,2015-11-26
T5955826084994704911,Min A Ghabhann N S,20115265,2015-11-02
T6737875143196981479,Ballinrobe Community Playgroup Limited,20023324,2014-01-01
T1272933748857100742,Cloonfad Playground,20158286,2017-05-14
T8502425248206244494,Carbally community Development project,20141240,2016-01-01
T9015805239228399643,Milltownpass N S,20137168,2016-10-06
T3728706369559413026,Ennis N S,20110536,2019-12-01
T2859437372518372447,Sn Mhic Dara,20122614,2015-11-26
T2020943119826629566,Ballintubber N S,20133634,2019-12-20
T2101004361880836230,Sn Na Leanai,20136642,2016-09-03
T1289500474838295610,Cystinosis Foundation Ireland Limited,20053796,2003-06-06
T2549548690190931814,Clooncagh N S,20133627,2015-11-01
T3149863374909972769,Ballinrobe Family Resource Centre Limited,20061456,2015-05-27
T1488695074692199072,Offaly Association for People with an Intellectual Disability,20017279,1990-01-01
T6229044095205309015,Carbally community Development project,20141240,2016-08-01
T4463098410372925071,Offaly County Childcare Committee Limited,20049782,2001-05-10
T1381786727403038435,Abaile Autism Support Limited,20052232,2005-09-29
T326214851743323572,Clooncagh N S,20133627,2015-11-01
T2251397879692528077,Roscrea Society For The Prevention of Cruelty To Animals,20106911,2018-08-28
T125154831926681910,Daar-E-Arqam Trust,20076009,2011-03-08
T6698798516061220259,Glencrow Hall,20084042,2015-03-15
T7722639141549025082,Offaly County Childcare Committee Limited,20049782,2015-07-16
T7722639141549025082,Offaly Domestic Violence Support Service,20038021,2014-09-02
T7722639141549025082,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T5293129343604045114,C.F.  Shaw Trust.,20006600,2009-01-01
T1868243555629822243,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2015-07-14
T388129827155697929,Roscommon Home Services Co-operative Ltd,20056827,2011-06-30
T3519941505597175882,Ballinode tidy towns,20163976,2013-01-01
T8801106238687011698,Saint Peters College.,20001681,1994-07-01
T4848175262117666256,Glencree Society,20054038,1983-09-30
T1538991217534427741,Glenbrohane Community Association,20141790,2015-01-01
T2805693497733517654,Saint Patrick's College,20000066,2019-03-12
T1937028738833434472,Saint Patrick's College,20000066,2019-06-11
T2017963432927913240,Saint Patrick's College,20000066,2018-10-02
T8961344450012182998,Daar-E-Arqam Trust,20076009,2011-03-08
T7136011336781051024,Daar-E-Arqam Trust,20076009,2011-03-08
T948798632614926511,Ballinteer Educate Together NS,20082710,2015-12-01
T7415292666636841336,Irish Refugee Council,20025724,2012-03-24
T349141461757518499,St. Johnston/ Carrigans Resource Group Limited.,20037420,2011-03-28
T3706181397029163634,Leave No Trace (Ireland),20082178,2013-04-01
T2962302135510207397,Roscommon County Citizens Information Service Limited,20048815,2007-10-24
T8774009681667476538,Sn Seamus Naofa,20122577,2015-12-01
T8365056968561907685,Ballyadams N S,20126063,2015-12-14
T7560795590280268780,Sn Sailearna,20121082,2007-11-09
T8846211439760777381,C.b.s. Thurles,20148409,2017-11-15
T1037746672208288205,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-04-13
T972639336199135481,Saint Peter's National School - Drogheda.,20018504,2015-11-17
T2207356907761303234,Clonmel And District Wheelchair Society,20023805,2016-04-28
T7043136182527858877,Cloughjordan Active Retirement Association (C.A.R.A),20051563,2013-01-01
T8794281493075348807,Leitrim Arts Development Ltd,20060565,2015-07-23
T4503989174548127077,Sn Naomh Samhthann,20115395,2016-02-03
T3386960155463431567,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
T2425254525435355316,Cloonfad N S,20133535,2016-11-01
T1397590520513911746,C.B.S. James Street,20145378,2016-09-02
T1652619040018381915,Offaly County Childcare Committee Limited,20049782,2005-06-10
T904021328900275662,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2008-02-05
T1299533830228816904,Offaly Centre for Independent Living,20043568,2016-08-31
T950015656696268984,Clontibret N S,20132033,2015-11-30
T4647096707093780757,Ballintubber N S (Mayo),20129330,2016-10-01
T1745418094249631561,Abbey Presbyterian Church,20000608,1996-03-31
T4744388868664579529,Abbey Theatre Amharclann Na Mainistreach,20038984,2016-10-24
T8468442307934388071,Legion Of Mary-Limerick,20020910,2013-12-01
T8317459524223710716,TU Dublin Foundation,20045807,2004-10-04
T3485947025567810076,A LUST FOR LIFE,20157913,2015-03-17
T4851307965599141021,C.b.s. Thurles,20148409,2017-11-15
T531015709376746723,Irish Second-Level Students' Union CLG,20141868,2012-04-13
T8345641079132915535,Canteen Ireland,20032180,2015-09-12
T5587807328246970635,Saint Peters College.,20001681,2009-11-05
T1763946901873884023,Mills and Millers of Ireland,20048600,2015-10-10
T4238738167662635936,Rosary College,20145811,2016-10-24
T2088299033958629011,1st Edenderry B.P. Scouts,20164034,2010-03-03
T1373826501959480588,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2014-01-30
T542650126090347137,Clontibret Development Association,20057589,2018-06-01
T2030622624963080791,Sn Na Leanai,20136642,2016-09-03
T1115687413148507665,A LUST FOR LIFE,20157913,2018-06-21
T3312485687637477825,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
T7014791544472121403,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T5152469770528614618,Saint Patrick's Loreto Primary School-Bray,20014322,2015-12-01
T7791184738425446599,Cloonacool N S,20134105,2015-12-01
T2766963749634961488,Miscarriage Association Of Ireland,20024420,2004-05-01
T7571361392691438838,Milltown N S,20109523,2011-12-01
T76834991660624165,Daingean Community Childcare Services Limited,20059767,2015-05-12
T5829935262735148623,Leinster Quarterly Meeting Educational Committee.,20000950,2009-07-01
T8740064486973284888,Cloonbonnif N S,20133252,2015-12-01
T6206077166279958627,Saint Wolstans Community School,20013882,2017-08-01
T1559906111556699404,3 T'S Limited,20054878,2003-05-22
T9031437202068502812,Cappatagle Central Sch,20122522,2015-12-10
T1730785773824102045,Sn Na Leanai,20136642,2016-09-03
T7311837915865204016,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T5958184772457691994,Lehena Enterprises,20152918,2016-07-17
T7817558174421486313,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T1806389059791167934,Lebanon Trust (Ireland) Helping Children,20074449,2013-03-01
T1946834566794688183,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T8740908369088265647,Offaly Heritage Centre Limited,20025953,2001-01-01
T6188532206840973335,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2015-05-28
T3323140160585761723,Clonmore Community Centre Ltd,20076276,2010-06-14
T1902933653521146002,Mills and Millers of Ireland,20048600,2015-10-10
T8329882951683516043,Irish Rule of Law International,20073541,2015-06-30
T261628631833733277,Clonmel And District Wheelchair Society,20023805,2015-02-12
T5430996586324050653,C.b.s. Roscommon,20148164,2013-10-15
T9035685752915185335,TU Dublin Foundation,20045807,2016-12-14
T4335893413951698376,3 T'S Limited,20054878,2003-05-22
T2727619121191104554,Saint Patrick's College,20000066,2016-10-04
T884006608482101153,St. Joseph's Girls National School,20112073,2015-12-07
T8232039048317493438,Enniscorthy Swimming Pool Complex.,20016432,1993-10-01
T7672429302446820678,Irish Society for Autism,20008529,1993-01-30
T7672429302446820678,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
T7428956503590573514,Roscommon Home Services Co-operative Ltd,20056827,2014-07-31
T4453843584026470578,Daingean Community Childcare Services Limited,20059767,2015-05-12
T6973200051885635269,Ennis Book Club Festival CLG,20153748,2016-09-01
T1725208319855198478,C.H.A.F. Limited,20076467,2006-12-12
T8255497565708580894,Ballintogher N S,20134075,2016-01-04
T7966717636457927940,Cara Iorrais Teoranta,20074609,2006-07-18
T2106691570779308569,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2012-04-02
T9194986765596806588,Glenbrohane Community Association,20141790,2015-01-01
T8642647970273980886,Enable Ireland Disability Services,20006617,2010-10-12
T4670259800609596774,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,1995-11-29
T3459956519576045315,Dalystown N S,20137137,2016-01-19
T2403237359647788779,Sn Iosef Naofa,20110857,2015-11-30
T5548673323590615120,Clonroche N S,20137731,2003-01-14
T3966620964891065003,Mills and Millers of Ireland,20048600,2015-10-10
T8140628028899290980,Irish Rule of Law International,20073541,2017-05-18
T9022019771921789544,Legal Aid Board,20012489,2017-02-21
T8130918803257828612,Cloonbonnif N S,20133252,2015-12-01
T4538338259272544800,Legal Aid Board,20012489,2016-11-08
T8436689141087940406,Saint Patrick's Loreto Primary School-Bray,20014322,2014-09-01
T5802191809060408298,Irish Society for Autism,20008529,1983-03-31
T5802191809060408298,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
T6987533898974001320,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T4848128239703318245,Ballintubber N S,20133634,2015-12-08
T7602945942060877511,Ballybay Community Creche Company Limited by Guarantee,20064211,2006-03-21
T6417605339663024793,Ballybay Community Creche Company Limited by Guarantee,20064211,2014-06-01
T4077938886342646651,Global Action Plan CLG,20053338,2018-12-03
T4744865690542809340,Sn Seamus Naofa,20122577,2015-12-01
T4443485372206231573,C.B.S. James Street,20145378,2016-09-02
T199930176079351981,Sn Na Leanai,20136642,2016-09-03
T5244494762872755748,Ballyadams N S,20126063,2015-12-14
T4465326772524875665,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2017-09-23
T4596302868887841059,Caoimhin Naofa N S,20139018,2009-10-01
T6955398602710292508,Mills and Millers of Ireland,20048600,2015-10-10
T1997752210139455140,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T8022744597806530183,Offaly Centre for Independent Living,20043568,2014-09-18
T2073135236153796964,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2006-11-06
T4241519037345729955,Cappoquin Community Development Company Ltd.,20028121,1993-05-01
T1044633216832933449,Oakdene House Ltd,20024536,2007-06-19
T5958120845832534330,Glencorrib N S,20130350,2015-12-01
T6435066641047307432,Sn N Sailbheastar Nfa,20118969,2015-12-01
T4264374728410744238,Abbey Presbyterian Church,20000608,2011-04-17
T3567370077020953288,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
T4396236566168271040,OBAIR Community Support DAC,20107901,2003-11-04
T3729625988216726556,Sn Seamus Naofa,20122577,2015-12-01
T6429471778432096075,Cappagh Community Creche Limited,20066345,2011-09-01
T825109191431224794,A Sense of Cork Mid-Summer Arts Festival Limited,20075514,2012-09-23
T2317283384090398358,Sn N Breandain,20122263,2015-11-01
T9066931991884453823,Clonmel Community Parent Support Programme,20045227,2016-05-11
T5100639318505346756,Sn Sailearna,20121082,2015-11-16
T8018800218885534160,Ballinteer Community School,20148836,2014-08-01
T8354155019908662061,Glencorrib N S,20130350,2015-12-01
T5092480939288912526,Sn Mhuire (Ballyhogue),20138400,2016-09-01
T6063355359752662085,Carbery Agricultural Society,20006655,2010-01-01
T4672407262473088680,Ballinteer Community School,20148836,2014-08-01
T8453452922454900393,Sn Mhuire (Ballyhogue),20138400,2016-09-01
T2836498125541363637,Rosbeg/Downstrands Care of the Aged Committee,20045760,1981-01-01
T2466046824528675165,Ballinskelligs Community Care,20047214,2013-09-24
T5102966681146054409,Roscrea Abbey Community Centre Limited,20074050,2010-07-13
T7789662742909322135,Leave No Trace (Ireland),20082178,2017-10-04
T4622556191198881030,Ballintubber Abbey Trust DAC,20030650,2002-04-30
T7267461188436986530,C.H.A.F. Limited,20076467,2006-12-12
T8660549939325816761,Rosbeg/Downstrands Care of the Aged Committee,20045760,1980-01-01
T5084311259442858735,Enable Ireland Sandymount School,20139711,2015-11-01
T2419529813450431576,Enable Ireland Disability Services,20006617,2017-10-26
T5075095729301483177,Saint Wolstans Community School,20013882,2018-02-01
T1259800791650296038,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2017-10-12
T6307671703501767710,Milltown Community Care Association,20026219,2000-11-01
T6307671703501767710,Milltown Housing Association Limited,20038397,1998-03-06
T2382685163015021165,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T2300786336823766587,Lehinch N S,20129286,2015-12-18
T7514016899969386956,Milltown Defibrillator Group,20073343,2009-11-09
T8430081958907838242,Clonown N S,20133641,2015-12-10
T5413895965816369211,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-19
T8130740164155115026,C.D.A. Trust,20047597,2015-12-07
T5417394135046790535,Irish Primary Principals' Network Limited,20063634,2018-04-06
T5083376476089597073,Glenstal Abbey Operations,20144586,2015-08-25
T930874308075190578,Irish Skin Foundation,20078706,2017-10-01
T7843492368347743172,Offaly Money Advice and Budgeting Service Limited,20055745,2010-06-16
T5066778967441740162,Ballintubber N S,20133634,2015-12-08
T4307122103481500350,Irish Primary Principals' Network Limited,20063634,2014-11-13
T1308926218670383294,Miniature Schnauzer Rescue Ireland,20106256,2015-12-12
T6669852230736415433,Clonroche N S,20137731,2015-12-01
T5588178364001713661,Sn Muine Mhea,20122416,2011-11-01
T1820628068322134519,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2016-12-08
T1946791531288742776,Dalystown N S,20137137,2016-01-19
T3273354142222184112,Ennistymon National School,20111250,2019-12-02
T453167664135945489,Glencorrib N S,20130350,2015-12-01
T6292136712195360118,Vincentian Fathers,20016678,2018-03-13
T8447451196658751924,Cloonbonnif N S,20133252,2015-12-01
T1632231957363122587,Irish Red Cross Society,20005184,2015-05-23
T8419729696001255499,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2016-12-08
T8419729696001255499,Clooncagh N S,20133627,2015-11-01
T965416892160369905,Empowerment Plus Limited,20074043,2009-07-01
T3875245068340586941,Ballinteer Community School,20148836,2014-08-01
T6865257387344653078,Lecanvey Community Centre Ltd,20011949,2017-01-01
T2570038788032164205,Glengoole Community Development Association Ltd,20056421,2003-03-05
T6996891900562060737,C.b.s. Mount Sion; Waterford,20148096,2017-10-01
T15650346140607972,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,2018-03-23
T5764678571377971732,Ballinrobe Community School,20149314,2016-08-31
T5764678571377971732,Cappatagle Central Sch,20122522,2008-02-05
T4364939602512904840,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
T2588293829248327069,Rosary College,20145811,2016-10-24
T8228305025692673135,Leave No Trace (Ireland),20082178,2017-10-18
T8328999516243885886,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T7364845166531221895,Sn Muine Mhea,20122416,2011-11-01
T3876086687707755065,Boher Community Development Association,20154943,2013-02-13
T495014925099912713,Clonmel Horse Show and Agricultural Society Limited,20041274,1989-02-01
T1701590489434705893,Clontubrid Mixed N S,20125356,2015-12-01
T4089602425393322575,Sn Mhuire (Ballyhooly),20114213,2015-12-01
T7879427571528138561,Offaly Heritage Centre Limited,20025953,2016-05-18
T3657290992826390914,Abbey Vocational School - Parents Association,20017286,2017-10-10
T8383293162478632175,Saint Paul's School-Navan,20017804,1999-11-30
T2380736408470383002,Irish Road Victims' Association,20100070,2018-03-18
T3261174806187822968,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
T6872550632644929261,Ballintubber Resource Centre Limited,20054830,2002-12-19
T128524121648567050,Saint Raphaela's Secondary School Trust-Stillorgan,20019082,2016-10-15
T6681238332792062454,Glenfarne Community Development Trust Limited,20049355,2017-03-30
T6320513393756304436,St. Joseph's Foundation,20016104,2009-11-09
T8667125351491936082,Glenbeigh Forever Young Social Centre,20108120,2019-01-14
T4451733209172483261,Clooniquin N S,20133849,2016-02-04
T6751775767108522713,Lehena Enterprises,20152918,2016-07-17
T5701216961166211395,Carbally community Development project,20141240,2017-01-25
T6063341459318289408,Gleneely N S,20115784,2016-12-01
T1980849058362943992,Ballinode Community Projects Limited,20055806,2014-09-01
T13790541613311013,Glendalough and District Development Association,20039318,1998-01-13
T13790541613311013,Ballinskelligs Inshore Rescue Ltd.,20063405,2006-08-04
T2246141112085669531,Leamy Endowments.,20002787,2017-07-27
T1417994645386579809,Irish Primary Principals' Network Limited,20063634,2016-01-04
T8140929580424304567,OBAIR Community Support DAC,20107901,2008-06-30
T3178175607364390912,Glin Going Strong Club,20040345,1993-01-01
T2652763836186495165,Irish Refugee Council,20025724,2013-12-04
T1932823212468074136,Glenswilly N S,20116132,2011-11-23
T1779959061443336222,Saint Ultan's Childcare Project Limited,20070038,2015-07-14
T4419933030889430513,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2015-09-26
T5358378890599307073,Dalkey N S (2),20118181,2015-12-01
T5507664022310832174,Clonmany Mental Health Association Company Limited by Guarantee,20153694,2014-07-05
T7074092358913409714,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2017-09-23
T3817971141856960711,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T4709060520483257353,Cystinosis Foundation Ireland Limited,20053796,2003-06-06
T6899853630610607998,Roscommon Home Services Co-operative Ltd,20056827,2012-07-09
T4847294082454761559,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T9143706644699499727,Offaly Association for People with an Intellectual Disability,20017279,1995-01-01
T1167634531871418274,Enable Ireland Disability Services,20006617,1984-09-26
T6281687323100867194,Employment Development and Information Centre (Longford0 Limited,20058708,2010-09-01
T5424380510815404251,Clonmore Community Centre Ltd,20076276,2010-06-14
T8080882700504049499,Irish Seed Saver's Association Ltd,20045029,2010-03-01
T298486109518836666,Abbeydorney/Kilflynn Family Resource Centre Limited,20074968,2011-06-02
T8196870602861729763,Saint Paul's School-Navan,20017804,2012-11-30
T3007634416064134572,Clonmany Enterprise Development Limited,20032135,2004-04-01
T1913897769603160199,Capuchin Day Centre for Homeless People,20004835,2013-08-01
T1913897769603160199,Capuchin Day Centre for Homeless People,20166120,2017-11-13
T4157681919486312404,Clonmore N S,20134822,2015-12-14
T5530607282258780917,Légion d'Honneur Ireland,20157357,2017-03-22
T1071712391788262094,Lecanvey Community Centre Ltd,20011949,2014-01-01
T7924015788987394969,Roscara Housing Association Limited,20032586,1995-04-01
T5727898937126265621,Carbery Housing Association Company Limited by Guarantee,20048174,2001-09-25
T4487512664071061738,Enable Ireland Sandymount School,20139711,2015-11-01
T4276513553479693022,Irish Racehorse Trainers Benevolent Fund Assoc.,20031428,2014-11-25
T4187453867341307074,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T7853452672415087652,Dalkey Irish Heritage Town Company Limited,20026363,1995-08-28
T3443978380124958007,Leighlinbridge Housing Association Ltd,20062750,2016-01-11
T9117548286023340417,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2014-09-27
T2466676204119349354,Saint Peters College.,20001681,2018-09-28
T4093397012376671872,Lee Valley Bible Church,20038717,2015-01-01
T6769002665805636787,Cappanagarrane Horse Rescue,20101305,2015-05-01
T4647172027420013265,Mills and Millers of Ireland,20048600,2015-10-10
T3853616707012645325,Cloontagh Mixed N S,20128388,2015-11-16
T5664763109818577211,Capacitar Ireland Limited,20059811,2018-08-01
T2340640003313092144,Ennistymon National School,20111250,2015-12-08
T5309076043954790004,Saint Paul's School-Navan,20017804,1999-11-30
T7524619068668502006,Saint Paul's Special School-Beaumont,20013097,2016-01-21
T7046714085776394102,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2015-03-04
T479527812627109446,Carbally community Development project,20141240,2016-01-20
T6915588263590726811,Irish Society for Christian Civilisation,20082277,2004-02-06
T8608141906271482031,Lebanon Trust (Ireland) Helping Children,20074449,2010-10-21
T713873979328207948,Saint Patrick's National School-Drogheda,20023232,2015-12-10
T4658699056967369254,Lehena Enterprises,20152918,2016-07-17
T3916352055084049100,A Sense of Cork Mid-Summer Arts Festival Limited,20075514,2013-01-07
T8168113477652035140,Saint Patrick's Missionary Society Benevolent Trust,20024468,2018-07-09
T4398247297190279584,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-19
T4681783836840802205,Irish Progressive Association for Autism Limited,20066444,2005-11-16
T3262259494379222215,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2016-09-24
T3168451158639928797,Saint Patrick's National School-Drogheda,20023232,2015-12-10
T6281455359516828803,Irish Social Finance Centre Ltd.,20039998,2001-06-01
T5805894615231578627,Irish Search Dogs Association,20078607,2012-04-10
T1737330192590738108,Vincentian Fathers,20016678,2012-12-12
T6090446509464577749,Daingean Social Services.,20019570,1989-04-02
T5000254283107036865,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
T6639293664012866319,Saint Patrick's National School-Drogheda,20023232,2015-12-10
T1385625172075796325,Irish Seed Saver's Association Ltd,20045029,2019-08-01
T5691176536260062191,Capacitar Ireland Limited,20059811,2015-02-14
T5393055001564904935,Glinsk Community Childcare Limited,20072315,2016-10-05
T332275524531248565,A LUST FOR LIFE,20157913,2017-03-22
T3783154477795613672,Cloone/ Aughavas Community Childcare Limited,20045999,2015-09-21
T9216841013132733542,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2014-11-13
T7174703189182634512,Misean Cara,20055325,2017-06-30
T2470929833482498349,Cloontagh Mixed N S,20128388,2015-11-16
T5389455479762805804,Roscommon S P C A,20072735,2019-02-16
T7401978810716610545,Irish Practice Nurses Association,20067700,2017-10-14
T7250045834811484715,A Little Lifetime Foundation,20031688,2005-09-01
T1321052072115927817,Milltownpass N S,20137168,2015-12-01
T1244890820112035983,Cappanagarrane Horse Rescue,20101305,2016-03-01
T1295384848854533884,Global Action Plan CLG,20053338,2012-09-17
T2270871953631931467,Leamy Endowments.,20002787,2011-06-21
T6766186340192453069,Legan Community Childcare Limited,20060763,2003-12-04
T6766186340192453069,Irish Rural Link Co-Operative Society Limited,20026516,2015-06-29
T7904710292173117103,Offaly Heritage Centre Limited,20025953,2001-01-01
T6868072953401763681,TU Dublin Foundation,20045807,2001-02-20
T1593836333395374471,Ballinode Community Projects Limited,20055806,2014-09-01
T8995417645837158142,Gleneely N S,20115784,2015-12-01
T196428711539029979,Glenstal Abbey School,20084516,2016-09-29
T7532134480031689567,Saint Patrick's Missionary Society Benevolent Trust,20024468,2007-12-11
T1655359956513931901,Oatlands College,20144999,2016-01-01
T4270470301494983883,Leitrim Association For People With Disabilities,20034283,2017-10-03
T5827586717081298900,Ballinrobe Family Resource Centre Limited,20061456,2013-03-02
T5158859110306063336,Sn N Sailbheastar Nfa,20118969,2015-12-01
T5703422075969051287,Abbey Theatre Amharclann Na Mainistreach,20038984,2018-11-26
T4315301424707214654,Clontubrid Mixed N S,20125356,2019-04-29
T6653004476354363722,Milltown Housing Association Limited,20038397,1998-03-06
T5394128818531986131,Oatlands College,20144999,2018-10-01
T4852420852697632202,Sn Na Croise Naofa,20115982,2016-11-26
T4294273622426962569,Capuchin Day Centre for Homeless People,20004835,2016-08-01
T4294273622426962569,Capuchin Day Centre for Homeless People,20166120,2017-11-13
T5573735187472380434,Ballinrobe Town Park.,20006310,2016-04-01
T2834981766214571854,C.b.s. Mount Sion; Waterford,20148096,2015-10-01
T8517688075059544297,Capuchin Provincial Account.,20009434,2019-08-01
T3336557709351960322,Leitrim Arts Development Ltd,20060565,2011-07-07
T6847349162189995359,Enniscorthy Christian Fellowship,20068394,2016-09-26
T386134972830621500,Clonmel And District Wheelchair Society,20023805,2016-04-28
T5213518555213194055,Legal Aid Board,20012489,2016-11-08
T2932994382938001054,Rosbrien Suicide Awareness Group,20046880,2001-03-01
T6680880206845184601,Saint Peter's National School - Drogheda.,20018504,2015-11-17
T4641254811232416076,Clonmel And District Wheelchair Society,20023805,2016-04-28
T6165434311339286575,Mills and Millers of Ireland,20048600,2016-10-15
T5601770378793632735,Enclude Company Limited by Guarantee,20064006,2017-11-14
T2772408544239502516,St. Joseph's Association For The Intellectually Disabled Portrane,20027162,2018-10-18
T7546032710990700020,Scoil Phádraig,20016135,2016-11-01
T9063782820707561758,Sn N Breandain,20122263,2015-11-01
T8857006331071464345,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T5897816842699962548,Sn Mhuire (Ballyhooly),20114213,2015-12-01
T6759371147058081745,Caoimhin Naofa N S,20139018,2011-12-01
T2716766058705335123,St. Joseph's Girls National School,20112073,2015-12-07
T7342209356543878239,Ballivor Community Childcare Limited,20047702,2012-01-01
T8468837931603926933,Irish Rule of Law International,20073541,2015-06-30
T1086912987372504777,Leim an Bhradain Housing Association Company Limited,20052461,2013-07-26
T3590790973135625024,Offaly School Of Special Education,20140588,2015-12-01
T481072269233956459,St. Joseph's Foundation,20016104,2009-10-19
